match_id,league,qmin,y_true,m27_pred,m27_correct,m27_prob,m30_pred,m30_correct,m30_prob,pbp_q1,pbp_q2,pbp_q3,pbp_total,gp_upto,score_total,score_diff_mag,pbp_density,pts_per_pbp,last5_gp,lead_changes,home_prior_wr,away_prior_wr,prior_wr_diff_mag,_bin
15366286,"Portugal Proliga, Relegation Round",10,1,0,0,0.2785,1,1,0.5505,25,15,19,86,27,77,15,3.19,0.9,6,0,0.5,0.5,0.0,1
15366287,"Portugal Proliga, Relegation Round",10,1,1,1,0.6315,0,0,0.4871,21,22,21,71,27,91,15,2.63,1.28,6,0,0.5,0.5,0.0,1
15521620,"ABA Liga, Championship Round",10,1,0,0,0.3011,0,0,0.388,22,27,26,84,27,101,21,3.11,1.2,6,0,0.5,0.5,0.0,2
15526937,"Austrian Basketball Superliga, Qualifying Round",10,0,0,1,0.4179,0,1,0.3814,27,31,29,96,27,131,21,3.56,1.36,6,0,0.5,0.5,0.0,2
15526965,"Austrian Basketball Superliga, Championship Round",10,1,0,0,0.4524,0,0,0.4778,31,26,25,98,27,121,7,3.63,1.23,6,0,0.5,0.5,0.0,2
15706618,SuperSport Premijer Liga,10,1,1,1,0.5,1,1,0.5724,21,23,31,91,27,95,5,3.37,1.04,6,0,0.5,0.5,0.0,1
15706624,SuperSport Premijer Liga,10,0,1,0,0.5404,1,0,0.5428,25,23,23,85,27,103,7,3.15,1.21,6,0,0.5,0.5,0.0,2
15745211,"Slovenian Second Basketball League, Liga za obstanek",10,0,1,0,0.7536,1,0,0.6257,27,24,24,89,27,120,2,3.3,1.35,6,0,0.5,0.5,0.0,2
15745212,"Slovenian Second Basketball League, Četrtfinale",10,0,0,1,0.3712,0,1,0.4257,26,23,29,85,27,97,5,3.15,1.14,6,0,0.5,0.5,0.0,1
15745215,"Slovenian Second Basketball League, Četrtfinale",10,1,1,1,0.5577,1,1,0.5052,23,22,23,76,27,92,20,2.81,1.21,6,0,0.5,0.5,0.0,1
15843221,"1st Division Men, Úrslitakeppni",10,1,1,1,0.5763,1,1,0.602,31,26,30,99,27,128,12,3.67,1.29,6,0,0.5,0.5,0.0,2
15859259,"Cup, Women",10,0,1,0,0.5596,1,0,0.5511,17,29,24,80,27,94,8,2.96,1.18,6,0,0.5,0.5,0.0,1
